Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
HMTV,"Hemisphere Media Group, Inc.",11.85,467262623.3,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/hmtv
HNNA,"Hennessy Advisors, Inc.",18.53,144678496.9,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/hnna
HSIC,"Henry Schein, Inc.",71.94,11080558716,n/a,1995,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/hsic
HTBK,Heritage Commerce Corp,16.9,726461405.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/htbk
HFWA,Heritage Financial Corporation,31.8,1082078189,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/hfwa
HCCI,"Heritage-Crystal Clean, Inc.",19.65,452255596.8,n/a,2008,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/hcci
MLHR,"Herman Miller, Inc.",33.25,1982505880,n/a,n/a,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/mlhr
HRTX,"Heron Therapeutics, Inc.  ",32.65,2349200444,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/hrtx
HSKA,Heska Corporation,102.2,762295492,n/a,1997,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/hska
HX,Hexindai Inc.,12.05,60695247.5,5036950,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/hx
HIBB,"Hibbett Sports, Inc.",27.85,528878852.4,n/a,1996,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/hibb
SNLN,Highland/iBoxx Senior Loan ETF,18.225,475623110.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/snln
HPJ,Highpower International Inc,3,46678974,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/hpj
HIHO,Highway Holdings Limited,4.85,18439088.9,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/hiho
HIMX,"Himax Technologies, Inc.",7.29,788972118.1,108226628,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/himx
HIFS,Hingham Institution for Savings,215.24,459053110,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hifs
HSGX,Histogenics Corporation,2.18,62538558.16,n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/hsgx
HMNF,"HMN Financial, Inc.",18.8,84679599.2,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hmnf
HMSY,HMS Holdings Corp,21.25,1768354046,n/a,1992,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/hmsy
HOLI,"Hollysys Automation Technologies, Ltd.",25.19,1520017474,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/holi
HOLX,"Hologic, Inc.",38.82,10598284691,n/a,1990,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/holx
HBCP,"Home Bancorp, Inc.",44.53,419444145.3,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/hbcp
HOMB,"Home BancShares, Inc.",23.44,4063831921,n/a,2006,Finance,Major Banks,https://www.nasdaq.com/symbol/homb
HFBL,"Home Federal Bancorp, Inc. of Louisiana",32,61074592,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hfbl
HMST,"HomeStreet, Inc.",28.25,762094910.8,n/a,2012,Finance,Major Banks,https://www.nasdaq.com/symbol/hmst
HMTA,HomeTown Bankshares Corporation,12.56,72931938.48,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hmta
HTBI,"HomeTrust Bancshares, Inc.",26.9,512102509.2,n/a,2012,Finance,Savings Institutions,https://www.nasdaq.com/symbol/htbi
FIXX,"Homology Medicines, Inc.",19.86,743696804.3,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fixx
HOFT,Hooker Furniture Corporation,39.25,461674553.3,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/hoft
HOPE,"Hope Bancorp, Inc.",18.3,2479961137,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hope
HFBC,"HopFed Bancorp, Inc.",15.6077,103763438.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hfbc
HBNC,"Horizon Bancorp, Inc.",30.52,779945772.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbnc
HZNP,Horizon Pharma plc,15.11,2493770462,n/a,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/hznp
HRZN,Horizon Technology Finance Corporation,10.02,115482564.1,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/hrzn
DAX,Horizons DAX Germany ETF,31.02,21714000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dax
QYLD,Horizons NASDAQ-100 Covered Call ETF,24.6,222630000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qyld
HDP,"Hortonworks, Inc.",17.07,1349361446,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/hdp
HPT,Hospitality Properties Trust,27.72,4555747267,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hpt
TWNK,"Hostess Brands, Inc.",12.7,1653169135,n/a,2015,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/twnk
TWNKW,"Hostess Brands, Inc.",1.57,0,n/a,2015,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/twnkw
HMHC,Houghton Mifflin Harcourt Company,6.75,832931444.3,n/a,2013,Consumer Services,Books,https://www.nasdaq.com/symbol/hmhc
HWCC,Houston Wire & Cable Company,8.1,133498092.6,n/a,2006,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/hwcc
HOVNP,Hovnanian Enterprises Inc,6.3,31500000,n/a,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/hovnp
HBMD,"Howard Bancorp, Inc.",18.2,345636673.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbmd
HTGM,"HTG Molecular Diagnostics, Inc.",3.69,104689429.1,n/a,2015,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/htgm
HUBG,"Hub Group, Inc.",47.7,1639101935,n/a,1996,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/hubg
HSON,"Hudson Global, Inc.",1.77,55892562.63,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/hson
HDSN,"Hudson Technologies, Inc.",2.49,105583818.6,n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/hdsn
HUNT,Hunter Maritime Acquisition Corp.,9.85,186818793.8,n/a,2017,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/hunt
HUNTU,Hunter Maritime Acquisition Corp.,10.12,0,n/a,2016,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/huntu
HUNTW,Hunter Maritime Acquisition Corp.,0.55,0,n/a,2017,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/huntw
HBAN,Huntington Bancshares Incorporated,15.12,16659152012,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hban
HBANN,Huntington Bancshares Incorporated,25.5028,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbann
HBANO,Huntington Bancshares Incorporated,26.03,20737816674,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbano
HURC,"Hurco Companies, Inc.",47,314560566,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/hurc
HURN,Huron Consulting Group Inc.,37.55,841646300.8,n/a,2004,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/hurn
HCM,Hutchison China MediTech Limited,33.01,890153667.8,26966182,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/hcm
HBP,"Huttig Building Products, Inc.",5.57,145213331.1,n/a,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/hbp
HVBC,"HV Bancorp, Inc.",14.51,31662633.75,n/a,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/hvbc
HYGS,Hydrogenics Corporation,8.2,126582407.8,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/hygs
IDSY,"I.D. Systems, Inc.",5.91,104222282.6,n/a,1999,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/idsy
IAC,IAC/InterActiveCorp,148,12385518380,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/iac
IAM,I-AM Capital Acquisition Company,10.09,68748215,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/iam
IAMXR,I-AM Capital Acquisition Company,0.4399,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/iamxr
IAMXW,I-AM Capital Acquisition Company,0.4399,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/iamxw
IBKC,IBERIABANK Corporation,79.45,4500758204,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibkc
IBKCO,IBERIABANK Corporation,26.55,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibkco
IBKCP,IBERIABANK Corporation,27.2,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibkcp
ICAD,icad inc.,3.32,55321136.76,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/icad
IEP,Icahn Enterprises L.P.,68.09,12132543453,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/iep
ICCH,"ICC Holdings, Inc.",15.11,48014623.92,n/a,2017,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/icch
ICFI,"ICF International, Inc.",65.85,1238419285,n/a,2006,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/icfi
ICHR,Ichor Holdings,24.32,624161929,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/ichr
ICLK,iClick Interactive Asia Group Limited,7.35,31696875,4312500,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/iclk
ICLR,ICON plc,125.74,6764037316,n/a,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/iclr
ICON,"Iconix Brand Group, Inc.",0.6932,45827169.17,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/icon
ICUI,"ICU Medical, Inc.",275.2,5591242253,n/a,1992,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/icui
IPWR,Ideal Power Inc.,1.25,17495151.25,n/a,2013,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ipwr
INVE,"Identiv, Inc.",3.8,57655215,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/inve
IDRA,"Idera Pharmaceuticals, Inc.",2,434621982,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/idra
IDXX,"IDEXX Laboratories, Inc.",200.76,17438659043,n/a,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/idxx
IESC,"IES Holdings, Inc.",17.6,373294521.6,n/a,n/a,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/iesc
IROQ,"IF Bancorp, Inc.",20.92,80989855.36,n/a,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/iroq
IFMK,iFresh Inc.,6.21,88309596.87,n/a,n/a,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/ifmk
INFO,IHS Markit Ltd.,51.43,20563003659,n/a,1996,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/info
IIVI,II-VI Incorporated,44.4,2776977132,n/a,1987,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/iivi
KANG,"iKang Healthcare Group, Inc.",20,1021307440,51065372,2014,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/kang
IKNX,Ikonics Corporation,9.36,18566056.08,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/iknx
ILG,"ILG, Inc",33.74,4194580722,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/ilg
ILMN,"Illumina, Inc.",269.67,39641490000,n/a,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/ilmn
ISNS,"Image Sensing Systems, Inc.",4.05,21287715.3,n/a,1995,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/isns
IMMR,Immersion Corporation,13.51,410261061.1,n/a,1999,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/immr
ICCC,ImmuCell Corporation,7.3464,40259425.38,n/a,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/iccc
IMDZ,Immune Design Corp.,4.25,204531284,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imdz
IMNP          ,Immune Pharmaceuticals Inc.,0.2525,8055578.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imnp
IMGN,"ImmunoGen, Inc.",10.61,1411521997,n/a,1989,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imgn
IMMU,"Immunomedics, Inc.",20.99,3512603581,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/immu
IMRN,Immuron Limited,8.9,3185372.3,357907,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imrn
IMRNW,Immuron Limited,2.895,0,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imrnw
IMMP,Immutep Limited,2.17,14683159.61,6766433,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/immp
IMPV,"Imperva, Inc.",47.4,1644504085,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/impv
PI,"Impinj, Inc.",17.51,373663207.4,n/a,2016,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pi
IMMY,"Imprimis Pharmaceuticals, Inc.",2.37,49484974.32,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/immy
INCY,Incyte Corporation,67.83,14377868326,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/incy
INDB,Independent Bank Corp.,74.85,2060188466,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/indb
IBCP,Independent Bank Corporation,24.95,601462439.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibcp
IBTX,"Independent Bank Group, Inc",77.55,2200259069,n/a,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/ibtx
INDU,Industrea Acquisition Corp.,9.84,68069016.72,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/indu
INDUU,Industrea Acquisition Corp.,10.46,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/induu
INDUW,Industrea Acquisition Corp.,0.58,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/induw
ILPT,Industrial Logistics Properties Trust,20.96,1362504800,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ilpt
IDSA,"Industrial Services of America, Inc.",2.12,17173121.48,n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/idsa
INFN,Infinera Corporation,10.09,1526421113,n/a,2007,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/infn
INFI,"Infinity Pharmaceuticals, Inc.",1.99,111578567.7,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/infi
IPCC,Infinity Property and Casualty Corporation,143.25,1567432332,n/a,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ipcc
IFRX,InflaRx N.V.,34.75,891757975,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/ifrx
III,"Information Services Group, Inc.",4.14,183567840.1,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/iii
IFON,InfoSonics Corp,3.45,7218196.95,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/ifon
IEA,"Infrastructure and Energy Alternatives, Inc.",9.24,199377486,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/iea
IEAWW,"Infrastructure and Energy Alternatives, Inc.",0.82,0,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/ieaww
IMKTA,"Ingles Markets, Incorporated",29.75,602728336,n/a,1987,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/imkta
INWK,"InnerWorkings, Inc.",8.71,465396535,n/a,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/inwk
INOD,Innodata Inc.,1.19,30794170.26,n/a,1993,Technology,EDP Services,https://www.nasdaq.com/symbol/inod
IPHS,"Innophos Holdings, Inc.",47.38,925832869.9,n/a,2006,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,75.75,1848525129,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/iosp
INNT,"Innovate Biopharmaceuticals, Inc.",14.83,38106574.8,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/innt
ISSC,"Innovative Solutions and Support, Inc.",2.96,49848173.04,n/a,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/issc
INVA,"Innoviva, Inc.",14.59,1480450072,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/inva
INGN,"Inogen, Inc",187.76,3984364272,n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ingn
INOV,"Inovalon Holdings, Inc.",10.3,1568368990,n/a,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/inov
INO,"Inovio Pharmaceuticals, Inc.",4.99,453900784.2,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ino
INPX,Inpixon ,0.3414,5191939.165,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/inpx
INSG,Inseego Corp.,1.81,107544328.4,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/insg
NSIT,"Insight Enterprises, Inc.",45.25,1603487824,n/a,1995,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/nsit
ISIG,"Insignia Systems, Inc.",1.62,19380053.52,n/a,1991,Consumer Services,Advertising,https://www.nasdaq.com/symbol/isig
INSM,"Insmed, Inc.",28.47,2181460682,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/insm
INSE,"Inspired Entertainment, Inc.",5.9,126759771.3,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/inse
IIIN,"Insteel Industries, Inc.",31.8,606218346,n/a,n/a,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/iiin
PODD,Insulet Corporation,87.52,5141316452,n/a,2007,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/podd
INSY,"Insys Therapeutics, Inc.",6.95,512971882.8,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/insy
NTEC,Intec Pharma Ltd.,4.7,154281119,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntec
IART,Integra LifeSciences Holdings Corporation,64.59,5676037243,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/iart
IDTI,"Integrated Device Technology, Inc.",31.29,4140841470,n/a,1984,Technology,Semiconductors,https://www.nasdaq.com/symbol/idti
IMTE,Integrated Media Technology Limited,14.35,37935817.85,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/imte
INTC,Intel Corporation,53.5,2.4931E+11,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/intc
NTLA,"Intellia Therapeutics, Inc.",24.84,1070350880,n/a,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/ntla
IPCI,Intellipharmaceutics International Inc.,0.4246,18486170.69,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ipci
IPAR,"Inter Parfums, Inc.",51.5,1611055600,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ipar
IBKR,"Interactive Brokers Group, Inc.",77.6,31948748535,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ibkr
ICPT,"Intercept Pharmaceuticals, Inc.",72.45,2143285090,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/icpt
IDCC,"InterDigital, Inc.",79.25,2753635637,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/idcc
TILE,"Interface, Inc.",22.9,1362420020,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/tile
LINK,"Interlink Electronics, Inc.",4.415,32434700.37,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/link
IMI,"Intermolecular, Inc.",1.44,71425977.12,n/a,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/imi
INAP,Internap Corporation,11.59,244909993.7,n/a,1999,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inap
IBOC,International Bancshares Corporation,42.8,2829570445,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/iboc
ISCA,International Speedway Corporation,42.75,1889979766,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/isca
IGLD,Internet Gold Golden Lines Ltd.,3.4604,66450704.83,n/a,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/igld
IIJI,"Internet Initiative Japan, Inc.",10.28,16682898,1622850,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/iiji
IDXG,"Interpace Diagnostics Group, Inc.",0.9,25082347.5,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/idxg
XENT,"Intersect ENT, Inc.",38.7,1166253370,n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xent
INTX,"Intersections, Inc.",2.06,50037191.94,n/a,2004,Technology,EDP Services,https://www.nasdaq.com/symbol/intx
IVAC,"Intevac, Inc.",4.8,107332670.4,n/a,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ivac
INTL,INTL FCStone Inc.,46.98,886958299.3,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/intl
ITCI,Intra-Cellular Therapies Inc.,22.47,1229027659,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itci
IIN,IntriCon Corporation,31.3,217987535.4,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/iin
INTU,Intuit Inc.,190.54,48799402135,n/a,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/intu
ISRG,"Intuitive Surgical, Inc.",458.79,51978655259,n/a,2000,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/isrg
ISTR,Investar Holding Corporation,26.9,256908584.5,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/istr
ISBC,"Investors Bancorp, Inc.",13.54,4086323771,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,188.9,356384407,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/itic
NVIV,InVivo Therapeutics Holdings Corp.,7.56,11831543.64,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nviv
IVTY,"Invuity, Inc.",2.925,70320910.73,n/a,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ivty
IONS,"Ionis Pharmaceuticals, Inc.",44.64,5603229763,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ions
IOVA,"Iovance Biotherapeutics, Inc.",16.95,1519447409,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/iova
IPAS,iPass Inc.,0.375,27279478.5,n/a,2003,Technology,EDP Services,https://www.nasdaq.com/symbol/ipas
IPGP,IPG Photonics Corporation,242.46,13018764348,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/ipgp
IPIC,iPic Entertainment Inc.,8.77,98002820.6,n/a,2018,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ipic
CLRG,IQ Chaikin U.S. Large Cap ETF,25.6,300800025.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clrg
CSML,IQ Chaikin U.S. Small Cap ETF,28.27,491898028.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/csml
IQ,"iQIYI, Inc.",20.08,2510000000,125000000,2018,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/iq
IRMD,iRadimed Corporation,18.6,198207682.2,n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/irmd
IRTC,"iRhythm Technologies, Inc.",70.98,1675137653,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/irtc
IRIX,IRIDEX Corporation,6.99,81347536.98,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,11.55,1274858254,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/irdm
IRDMB,Iridium Communications Inc,431,215500000,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/irdmb
IRBT,iRobot Corporation,62.43,1735851854,n/a,2005,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/irbt
IRWD,"Ironwood Pharmaceuticals, Inc.",18.08,2747099970,n/a,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/irwd
IRCP,IRSA Propiedades Comerciales S.A.,35.5,117239921.5,3302533,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/ircp
PMPT,iSectors Post-MPT Growth ETF,26.81,13405107.24,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pmpt
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,49.55,807665000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slqd
CSJ,iShares 1-3 Year Credit Bond ETF,103.6,10821020000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/csj
ISHG,iShares 1-3 Year International Treasury Bond ETF,82.98,87129000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ishg
SHY,iShares 1-3 Year Treasury Bond ETF,83.17,13756318000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/shy
TLT,iShares 20+ Year Treasury Bond ETF,117.21,6903669000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tlt
IEI,iShares 3-7 Year Treasury Bond ETF,118.96,7220872000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iei
IEF,iShares 7-10 Year Treasury Bond ETF,100.75,8452925000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ief
